,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-ebb2f412085d11ebbd5cac1f6bf848b6,True,False,False,True,Relax Freddie was released in 1966 while Cig,Relax Freddie,switched,"Which film was released more recently, Relax Freddie or Ciguli Miguli?","Which film was released earlier, Relax Freddie or Ciguli Miguli?",0.4,0.0,0.0,0.0,Fail,1,0,recently,earlier
2wiki-746a8722093811ebbdaeac1f6bf848b6,True,False,True,False,Rootha Na Karo (1970) was,The Sun Comes Out Every Day,switched,"Which film was released more recently, Rootha Na Karo or The Sun Comes Out Every Day?","Which film was released earlier, Rootha Na Karo or The Sun Comes Out Every Day?",0.7499999999999999,1.0,0.0,1.0,Correct,1,1,recently,earlier
2wiki-c645a4fd088211ebbd6dac1f6bf848b6,True,False,True,False,North Starr,Bush Mama (released in 1979) was released earlier,orig,"Which film was released more recently, Bush Mama or North Starr?","Which film was released earlier, Bush Mama or North Starr?",1.0,0.4,1.0,0.0,Correct,1,1,recently,earlier
2wiki-1700f22b08f911ebbdaaac1f6bf848b6,True,False,False,True,Frédéric Soret,Frédéric Soret,orig,"Who died first, Frédéric Soret or Archie Campbell (baseball)?","Who died last, Frédéric Soret or Archie Campbell (baseball)?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-7e6a6862086611ebbd5eac1f6bf848b6,True,False,True,False,David B. Fein,"Sir Richard Cox, 2nd Baronet. Sir",switched,"Who was born later, Sir Richard Cox, 2Nd Baronet or David B. Fein?","Who was born earlier, Sir Richard Cox, 2Nd Baronet or David B. Fein?",0.5714285714285715,0.4,0.0,0.0,Correct,1,1,later,earlier
hotpot-5a7638e655429976ec32bd7e,True,False,False,True,Missbehave,Missbehave. Missbehave was produced from,switched,"Which magazine was produced later, Missbehave or Glamour?","Which magazine was produced earlier, Missbehave or Glamour?",1.0,0.0,1.0,0.0,Fail,1,0,later,earlier
2wiki-ccb32c50089711ebbd77ac1f6bf848b6,True,False,True,False,Werner Mauss ( born 11 February 1940) is,Rodrigo Alejandro Toloza Vilches,orig,"Who is older, Rodrigo Toloza or Werner Mauss?","Who is younger, Rodrigo Toloza or Werner Mauss?",0.4,0.6666666666666666,0.0,0.0,Correct,1,1,older,younger
2wiki-c2d0ec0008a011ebbd78ac1f6bf848b6,True,False,True,False,Dorota Chylak,Daniel Sandoval Navarro,switched,"Who is older, Daniel Sandoval or Dorota Chylak?","Who is younger, Daniel Sandoval or Dorota Chylak?",1.0,0.8,1.0,0.0,Correct,1,1,older,younger
hotpot-5a7557435542996c70cfaee3,True,False,False,True,"Caldera de Taburiente National Park, which",Caldera de Taburiente National Park became a,switched,"Was Doñana National Park established as a nature reserve before or after Caldera de Taburiente National Park became a national park, that is which was first to receive its designation?","Was Doñana National Park established as a nature reserve before or after Caldera de Taburiente National Park became a national park, that is which was last to receive its designation?",0.8333333333333333,0.4,0.0,0.0,Fail,1,0,first,last
2wiki-9d4aec84095d11ebbdafac1f6bf848b6,True,False,False,True,The Midnight Game.,The Midnight Game.,switched,"Which film was released earlier, The Midnight Game or Amanusha?","Which film was released later, The Midnight Game or Amanusha?",0.8571428571428571,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-cca3a431095011ebbdaeac1f6bf848b6,True,False,False,True,Sradha (2000 Indian Malayalam language action,Sradha. Sradha is a 2000,switched,"Which film was released earlier, Stray Cats (Film) or Sradha?","Which film was released later, Stray Cats (Film) or Sradha?",0.2857142857142857,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-2956312c08d311ebbd96ac1f6bf848b6,True,False,True,False,Al Jaffee,"Hal Kant (Harold Sanford ""Hal""",orig,"Who was born first, Hal Kant or Al Jaffee?","Who was born last, Hal Kant or Al Jaffee?",1.0,0.5714285714285715,1.0,0.0,Correct,1,1,first,last
2wiki-04eef0f7086711ebbd5eac1f6bf848b6,False,True,True,False,Franz Eybl.,Franz Eybl,orig,"Who was born later, José Pedro De Morais or Franz Eybl?","Who was born earlier, José Pedro De Morais or Franz Eybl?",0.0,1.0,0.0,1.0,Fail,0,1,later,earlier
2wiki-d27d4407084d11ebbd56ac1f6bf848b6,True,False,True,True,Alan Rich,Alan Rich was born earlier than Mohamed Yus,switched,Who was born first out of Alan Rich and Mohamed Yusuf Haji?,Who was born last out of Alan Rich and Mohamed Yusuf Haji?,1.0,0.18181818181818182,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-7b572ef3091111ebbdadac1f6bf848b6,False,True,True,False,Three (Blue Man Group Album) was released later,Three (Blue Man Group Album) was released prior,orig,"Which album was released earlier, Three (Blue Man Group Album) or Reworkings?","Which album was released later, Three (Blue Man Group Album) or Reworkings?",0.0,0.3333333333333333,0.0,0.0,Fail,0,1,earlier,later
2wiki-015f510f087311ebbd66ac1f6bf848b6,False,True,True,False,Charles Douglas Fox,Charles Douglas Fox ( 14 May 1840 – 13 November,switched,Was Francisco Robles or Charles Douglas Fox born first?,Was Francisco Robles or Charles Douglas Fox born last?,0.0,0.4615384615384615,0.0,0.0,Fail,0,1,first,last
2wiki-0839498d089411ebbd75ac1f6bf848b6,True,False,False,True,Josef Hamberger.,Josef Hamberger,switched,"Who was born first, Josef Hamberger or Alec Martinez?","Who was born last, Josef Hamberger or Alec Martinez?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-9df62707096b11ebbdafac1f6bf848b6,True,False,True,False,Both Barrels Blazing,Infrared Sightings,switched,"Which film was released earlier, Infrared Sightings or Both Barrels Blazing?","Which film was released later, Infrared Sightings or Both Barrels Blazing?",1.0,1.0,1.0,1.0,Correct,1,1,earlier,later
hotpot-5a8595ed5542992a431d1b4a,True,False,False,True,University of Detroit Mercy.,"University of Detroit Mercy (""Detroit Mercy",orig,Which was founed first of Prince of Songkla University and University of Detroit Mercy?,Which was founed last of Prince of Songkla University and University of Detroit Mercy?,0.888888888888889,0.25,0.0,0.0,Fail,1,0,first,last
2wiki-cf122057086c11ebbd61ac1f6bf848b6,True,False,False,True,Hans Vestberg,Hans Vestberg,switched,Was Hans Vestberg or Bartosz Kaniecki born first?,Was Hans Vestberg or Bartosz Kaniecki born last?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-85df83aa098211ebbdb0ac1f6bf848b6,True,False,True,False,Juan Charrasqueado (film) was,New Rose Hotel (Film),orig,"Which film came out earlier, New Rose Hotel (Film) or Juan Charrasqueado?","Which film came out later, New Rose Hotel (Film) or Juan Charrasqueado?",0.6666666666666666,0.75,0.0,0.0,Correct,1,1,earlier,later
hotpot-5ab269bf554299340b5254b9,False,True,True,False,Stabbing Westward was formed first. Stabbing,Stabbing Westward (formed in 1986) was,switched,"Which band was formed first, Stabbing Westward or Beastie Boys?","Which band was formed last, Stabbing Westward or Beastie Boys?",0.0,0.5,0.0,0.0,Fail,0,1,first,last
2wiki-510cfe9908cf11ebbd95ac1f6bf848b6,True,False,True,False,Cauê Macris ( born 8 April 1983,Ko Pot,orig,"Who is younger, Ko Pot or Cauê Macris?","Who is older, Ko Pot or Cauê Macris?",0.4444444444444445,1.0,0.0,1.0,Correct,1,1,younger,older
2wiki-52894cff08f411ebbdaaac1f6bf848b6,True,False,True,False,Anton Carl Ludwig Von Tabouillot,Ed Moses (Artist),orig,"Who was born earlier, Ed Moses (Artist) or Anton Carl Ludwig Von Tabouillot?","Who was born later, Ed Moses (Artist) or Anton Carl Ludwig Von Tabouillot?",1.0,0.8,1.0,0.0,Correct,1,1,earlier,later
2wiki-4b3b5ea208fb11ebbdacac1f6bf848b6,True,False,False,False,"The Single Tax, as mentioned in the text,",,orig,"Which magazine was established first, The Single Tax or Kiplinger\'s Personal Finance?","Which magazine was established last, The Single Tax or Kiplinger\'s Personal Finance?",0.4615384615384615,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-0ab0ec71098011ebbdb0ac1f6bf848b6,True,False,True,False,The Pride Of The Company,The Stumble (Film),switched,"Which film came out first, The Stumble (Film) or The Pride Of The Company?","Which film came out last, The Stumble (Film) or The Pride Of The Company?",0.8000000000000002,0.6666666666666666,1.0,0.0,Correct,1,1,first,last
2wiki-a8bb24bf084b11ebbd56ac1f6bf848b6,False,True,False,True,"Alan Shirreff, Squadron Leader Alexander Campbell Shir",Avraham Ofek was the person who died,orig,"Who died first, Alan Shirreff or Avraham Ofek?","Who died last, Alan Shirreff or Avraham Ofek?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-5e243fce08b611ebbd88ac1f6bf848b6,True,False,True,False,George Styles was born on 16 March 1928 (,Henri Pigozzi was born earlier.,switched,"Who was born later, George Styles or Henri Pigozzi?","Who was born earlier, George Styles or Henri Pigozzi?",0.3636363636363636,0.5,0.0,0.0,Correct,1,1,later,earlier
2wiki-ce0872d608db11ebbd9cac1f6bf848b6,True,False,False,False,Gastón Suárez was born earlier than,,switched,"Who was born earlier, Gastón Suárez or Marc-André Moreau?","Who was born later, Gastón Suárez or Marc-André Moreau?",0.5,0.0,0.0,0.0,Doubled_or_neither,1,0,earlier,later
hotpot-5a7b6e655542997c3ec97171,True,True,False,True,Marty Raybon is older than Martin Fry.,Marty Raybon,switched,Which singer is younger? Marty Raybon or Martin Fry?,Which singer is older? Marty Raybon or Martin Fry?,0.4,0.0,0.0,0.0,Doubled_or_neither,0,0,younger,older
2wiki-4c881db508cd11ebbd93ac1f6bf848b6,False,False,False,False,,,switched,"Who is older, Neil Campbell (Musician) or Jonathan Mostow?","Who is younger, Neil Campbell (Musician) or Jonathan Mostow?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-e7ce855808cb11ebbd93ac1f6bf848b6,False,True,False,False,"Virgil Oliver ""Fire"" Trucks ( April",,orig,Was Virgil Trucks or Edward Francis Leopold Brech born first?,Was Virgil Trucks or Edward Francis Leopold Brech born last?,0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-81f708fd08fc11ebbdadac1f6bf848b6,False,False,True,False,,Wally Johannson. Wally Johannson was,switched,"Who is younger, Wally Johannson or Jim Van Boven?","Who is older, Wally Johannson or Jim Van Boven?",0.0,0.5,0.0,0.0,Doubled_or_neither,0,1,younger,older
hotpot-5ac3702b5542995ef918c189,False,True,False,True,Andrea Chenier was performed first.,Prince Igor,switched,"Which opera was performed first, Andrea Chénier or Prince Igor?","Which opera was performed last, Andrea Chénier or Prince Igor?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-9a477f9408b511ebbd88ac1f6bf848b6,True,False,False,True,George Lawson Milne.,"George Lawson Milne ( April 19, 1850 –",switched,Who was born first out of George Lawson Milne and Anna Sunadóttir Hansen?,Who was born last out of George Lawson Milne and Anna Sunadóttir Hansen?,0.8571428571428571,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-0a5726f1087911ebbd67ac1f6bf848b6,True,False,False,True,Broadway Nights (1927),Broadway Nights (1927) was released last,orig,"Which film was released first, Broadway Nights or Sandade Sandadi?","Which film was released last, Broadway Nights or Sandade Sandadi?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-f956353808de11ebbd9fac1f6bf848b6,False,False,False,False,,,switched,"Who was born earlier, Sammy Drake or John Kalbhenn?","Who was born later, Sammy Drake or John Kalbhenn?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
hotpot-5a7417c95542993a88ae2f05,True,False,False,True,Edith Hamilton,"Edith Hamilton was born on August 12, 1867 and",switched,"Who was born first, Winston Churchill or Edith Hamilton?","Who was born last, Winston Churchill or Edith Hamilton?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-a73f869808cd11ebbd93ac1f6bf848b6,True,False,False,True,Arthur Lucan.,Arthur Lucan ( 16 September 1885 – 17 May,switched,"Who was born first, Arthur Lucan or Julian Critchley?","Who was born last, Arthur Lucan or Julian Critchley?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-30fe9801086111ebbd5dac1f6bf848b6,True,False,False,False,"Mahraveh Sharifinia, the Iranian film",,switched,"Who is younger, Víctor Bisonó or Mehraveh Sharifinia?","Who is older, Víctor Bisonó or Mehraveh Sharifinia?",0.25,0.0,0.0,0.0,Doubled_or_neither,1,0,younger,older
2wiki-5ed4669208d111ebbd95ac1f6bf848b6,True,False,False,False,Nathan Webb. Nathan Webb was born on April 9,,orig,"Who was born first, Charlie Lee (Squash Player) or Nathan Webb?","Who was born last, Charlie Lee (Squash Player) or Nathan Webb?",0.33333333333333337,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-b8878302088b11ebbd6fac1f6bf848b6,False,False,True,True,,Othon Bastos is born earlier than Zeng,switched,"Who was born later, Zeng Chongsheng or Othon Bastos?","Who was born earlier, Zeng Chongsheng or Othon Bastos?",0.0,0.4444444444444445,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-dcb18157086811ebbd5eac1f6bf848b6,True,False,False,True,Ira Loren Wiggins (1 January 1899 -,Ira Loren Wiggins,switched,"Who was born first, Sadik Balarabe or Ira Loren Wiggins?","Who was born last, Sadik Balarabe or Ira Loren Wiggins?",0.6,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-3fba61fc08f511ebbdaaac1f6bf848b6,True,False,True,True,Rab Ne Bana Di Jodi ( also known,Rab Ne Bana Di Jodi. Looper,orig,"Which film came out earlier, Looper (Film) or Rab Ne Bana Di Jodi?","Which film came out later, Looper (Film) or Rab Ne Bana Di Jodi?",0.7692307692307693,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,earlier,later
2wiki-226bf1ef08a611ebbd7eac1f6bf848b6,True,False,True,False,Iris Stuart,Richard D. Schafer ( 25 February 1918),switched,Who was born first out of Iris Stuart and Richard D. Schafer?,Who was born last out of Iris Stuart and Richard D. Schafer?,1.0,0.36363636363636365,1.0,0.0,Correct,1,1,first,last
2wiki-7e171020089511ebbd75ac1f6bf848b6,True,False,False,True,Luis Perlotti.,Luis Perlotti.,switched,"Who died first, Alice Glenn or Luis Perlotti?","Who died last, Alice Glenn or Luis Perlotti?",0.8,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-b4bac968089311ebbd75ac1f6bf848b6,False,True,True,False,Stephen A. Martin.,"Stephen Anthony Martin ( November 26, 1871 –",orig,"Who is younger, Stephen A. Martin or Nathan Straus Jr.?","Who is older, Stephen A. Martin or Nathan Straus Jr.?",0.0,0.3333333333333333,0.0,0.0,Fail,0,1,younger,older
2wiki-e265952e085e11ebbd5cac1f6bf848b6,True,False,False,True,Julien Duval,Julien Duval (born 27 May 1990),orig,"Who was born first, Julien Duval or Hicham Boudaoui?","Who was born last, Julien Duval or Hicham Boudaoui?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-a5f184fc087111ebbd63ac1f6bf848b6,True,False,True,False,Puli Bidda (1981),Main Krishna Hoon,orig,"Which film came out first, Main Krishna Hoon or Puli Bidda?","Which film came out last, Main Krishna Hoon or Puli Bidda?",0.8,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-0253d47c08a511ebbd7dac1f6bf848b6,False,False,True,False,,Arne Roy Walther ( born 21 June 1946,switched,"Who is younger, Arne Roy Walther or Balázs Bús?","Who is older, Arne Roy Walther or Balázs Bús?",0.0,0.5454545454545454,0.0,0.0,Doubled_or_neither,0,1,younger,older
2wiki-e7765b5008b711ebbd88ac1f6bf848b6,True,False,False,True,Benjamin Hunting Howell.,Benjamin Hunting Howell. Dmitry Kosen,orig,"Who was born first, Dmitry Sergeyevich Kosenko or Benjamin Hunting Howell?","Who was born last, Dmitry Sergeyevich Kosenko or Benjamin Hunting Howell?",0.8571428571428571,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-3565ec8108c611ebbd90ac1f6bf848b6,True,False,False,False,"Lou Cvijanovich (September 7, 1926",,switched,"Who is younger, Lou Cvijanovich or John Hamilton Morgan?","Who is older, Lou Cvijanovich or John Hamilton Morgan?",0.5,0.0,0.0,0.0,Doubled_or_neither,1,0,younger,older
2wiki-b3db622308ba11ebbd88ac1f6bf848b6,True,False,False,True,"Lars Ardelius is not alive, therefore,",Lars Ardelius (1 November 1926 – 23,switched,"Who is older, François Loncle or Lars Ardelius?","Who is younger, François Loncle or Lars Ardelius?",0.4,0.0,0.0,0.0,Fail,1,0,older,younger
2wiki-19eb771708af11ebbd83ac1f6bf848b6,True,False,False,True,Morrill Wyman,"Morrill Wyman ( January 30, 1903 )",orig,"Who was born first, Wally Quinton or Morrill Wyman?","Who was born last, Wally Quinton or Morrill Wyman?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-ffb1f0d908b711ebbd88ac1f6bf848b6,True,False,False,True,Dezsőné Józsa,Dezsőné Józsa,switched,Was Michael Malice or Dezsőné Józsa born first?,Was Michael Malice or Dezsőné Józsa born last?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
hotpot-5a72b3eb5542994cef4bc3dd,True,False,True,False,"Edward Sloman (on 29 September 1972, Wood",Helmut Dietl (22 June 1944 – 30,switched,"Who was older when they died, Helmut Dietl or Edward Sloman?","Who was younger when they died, Helmut Dietl or Edward Sloman?",0.4,0.4444444444444445,0.0,0.0,Correct,1,1,older,younger
2wiki-aaaa312b08be11ebbd8aac1f6bf848b6,True,False,False,True,Georg Grünenfelder,Georg Grünenfelder (born 2 January,orig,"Who was born first, Rodolfo Collazo or Georg Grünenfelder?","Who was born last, Rodolfo Collazo or Georg Grünenfelder?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-aecbc28c088711ebbd6dac1f6bf848b6,False,False,False,True,,Antonio Vespucio Liberti,switched,"Who died later, Antonio Vespucio Liberti or Chico Netto?","Who died earlier, Antonio Vespucio Liberti or Chico Netto?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-05d77f5b08f911ebbdaaac1f6bf848b6,True,False,False,False,"James Churgin (born September 3, 1928",,switched,Was Maria Elfira Christina or James Churgin born first?,Was Maria Elfira Christina or James Churgin born last?,0.4444444444444445,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-4f194ad6089211ebbd73ac1f6bf848b6,True,False,True,False,Franz Ignaz Oefele.,"Edward McMurray ""Ed"" Smith.",switched,"Who died first, Edward Mcmurray Smith or Franz Ignaz Oefele?","Who died last, Edward Mcmurray Smith or Franz Ignaz Oefele?",0.8571428571428571,0.5,0.0,0.0,Correct,1,1,first,last
2wiki-3239efa908b611ebbd88ac1f6bf848b6,True,False,False,True,Ernest Leese ( 30 November 1854 – 15,Ernest Leese ( 30 November 1854 – 15,orig,Was Rob Zettler or Ernest Leese born first?,Was Rob Zettler or Ernest Leese born last?,0.4,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-7e79aa0608cb11ebbd92ac1f6bf848b6,False,False,False,False,,,orig,"Who was born first, Lloyd Doggett or Fenwick Lansdowne?","Who was born last, Lloyd Doggett or Fenwick Lansdowne?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-a1fc6158089911ebbd77ac1f6bf848b6,True,False,True,True,Poonthotta Kaavalkaaran,Road to Fame. Poonthotta Kaav,switched,"Which film came out first, Road to Fame or Poonthotta Kaavalkaaran?","Which film came out last, Road to Fame or Poonthotta Kaavalkaaran?",1.0,0.2857142857142857,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-318fe45e089311ebbd74ac1f6bf848b6,True,False,True,True,Keenan Vaz ( born 12 September 1991,Keenan Vaz was born earlier than Justin,orig,"Who was born first, Keenan Vaz or Justin Hamilton (Defensive Lineman)?","Who was born last, Keenan Vaz or Justin Hamilton (Defensive Lineman)?",0.4444444444444445,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-6194e45e085411ebbd59ac1f6bf848b6,True,False,False,True,William Kessen. ,William Kessen.,orig,"Who was born first, William Kessen or Rana Abu Fraihah?","Who was born last, William Kessen or Rana Abu Fraihah?",0.6666666666666666,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-dad71fba08a611ebbd7fac1f6bf848b6,True,False,True,True,Brian Part,Brian Part was born earlier than Kamal Singh Mal,switched,"Who was born first, Brian Part or Kamal Singh Malik?","Who was born last, Brian Part or Kamal Singh Malik?",1.0,0.3333333333333333,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-8e0a964a088411ebbd6dac1f6bf848b6,False,True,True,False,Iftekhar,Iftekhar,orig,"Who was born later, Iftekhar or Tenneille Boaler?","Who was born earlier, Iftekhar or Tenneille Boaler?",0.0,1.0,0.0,1.0,Fail,0,1,later,earlier
2wiki-2f14b40b087211ebbd64ac1f6bf848b6,True,False,True,False,Walter Lötscher,Patrizio Parrini,orig,"Who was born earlier, Patrizio Parrini or Walter Lötscher?","Who was born later, Patrizio Parrini or Walter Lötscher?",1.0,1.0,1.0,1.0,Correct,1,1,earlier,later
2wiki-bfe7acf408c111ebbd8bac1f6bf848b6,False,False,False,False,,,orig,"Who was born first, Robert H. Gardner or Nadja Becker?","Who was born last, Robert H. Gardner or Nadja Becker?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-611c58ed096711ebbdafac1f6bf848b6,True,False,True,False,Killer Constable was released more recently than B,Bhai Bhauja,switched,"Which film was released more recently, Bhai Bhauja or Killer Constable?","Which film was released earlier, Bhai Bhauja or Killer Constable?",0.4,1.0,0.0,1.0,Correct,1,1,recently,earlier
2wiki-13231f9708e711ebbda5ac1f6bf848b6,True,False,True,False,"Micaela Long (born November 16, 1987",Isaac ben Jacob Benjacob,orig,"Who was born later, Isaac ben Jacob Benjacob or Micaela Long?","Who was born earlier, Isaac ben Jacob Benjacob or Micaela Long?",0.4444444444444445,1.0,0.0,1.0,Correct,1,1,later,earlier
2wiki-4c2d0bf5086411ebbd5eac1f6bf848b6,False,True,True,False,Mikaela Shiffrin,Mikaela Shiffrin was born on,switched,Was Mikaela Shiffrin or John Simopoulos born first?,Was Mikaela Shiffrin or John Simopoulos born last?,0.0,0.5714285714285715,0.0,0.0,Fail,0,1,first,last
2wiki-0baa3543086511ebbd5eac1f6bf848b6,True,False,True,True,"Robb Weller ( born September 27, 1949","Robb Weller. Daura, born August",switched,"Who is older, Robb Weller or Lawal Musa Daura?","Who is younger, Robb Weller or Lawal Musa Daura?",0.4,0.22222222222222224,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-59d45c04090d11ebbdadac1f6bf848b6,False,True,True,False,Tiga Abdul.,Tiga Abdul.,orig,"Which film was released earlier, Tiga Abdul or Terra Senza Tempo?","Which film was released later, Tiga Abdul or Terra Senza Tempo?",0.0,0.8,0.0,0.0,Fail,0,1,earlier,later
2wiki-ee180ad208a411ebbd7dac1f6bf848b6,False,True,False,True,Józef Łobodowski,Katalin Hemrik.,switched,"Who died first, Józef Łobodowski or Katalin Hemrik?","Who died last, Józef Łobodowski or Katalin Hemrik?",0.0,0.0,0.0,0.0,Reversed,0,0,first,last
2wiki-c64bf5f708ac11ebbd83ac1f6bf848b6,True,False,False,False,Samuel Beal was born first. ( 27 November,,orig,"Who was born first, Samuel Beal or Claire Polin?","Who was born last, Samuel Beal or Claire Polin?",0.3636363636363636,0.0,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-64e4522c088411ebbd6dac1f6bf848b6,True,False,True,False,The Hellstrom Chronicle,Der Schlangemann,switched,"Which film came out first, Der Schlangemann or The Hellstrom Chronicle?","Which film came out last, Der Schlangemann or The Hellstrom Chronicle?",1.0,1.0,1.0,1.0,Correct,1,1,first,last
2wiki-e8d8d125085011ebbd58ac1f6bf848b6,True,False,False,True,Stafford Carson,Dr. Stafford Carson was born on 29 May 1951,orig,"Who was born first, Stafford Carson or Juan San Martín?","Who was born last, Stafford Carson or Juan San Martín?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-72263539088c11ebbd6fac1f6bf848b6,True,False,False,True,Judith Beckmann,Judith Beckmann,switched,"Who was born first, Judith Beckmann or Gilbert Delé?","Who was born last, Judith Beckmann or Gilbert Delé?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-aef147c608e311ebbda4ac1f6bf848b6,False,False,False,False,,,orig,"Who is older, Miguel Faria Jr. or José Santos Chocano?","Who is younger, Miguel Faria Jr. or José Santos Chocano?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-a3e5fed808bd11ebbd8aac1f6bf848b6,False,False,False,False,,,orig,"Who died first, Dewitt Clinton Cregier or Dorothy Evans (Trade Unionist)?","Who died last, Dewitt Clinton Cregier or Dorothy Evans (Trade Unionist)?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-40f9246c085411ebbd59ac1f6bf848b6,True,False,False,False,Richard Fateman,,orig,Who was born first out of Richard Fateman and Keefe Cato?,Who was born last out of Richard Fateman and Keefe Cato?,1.0,0.0,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-0a06918208b411ebbd87ac1f6bf848b6,True,False,True,False,"Phil Manassa (born January 29, 1956)","Rowland Hazard III (October 29, 1881",orig,"Who is younger, Rowland Hazard III or Phil Manassa?","Who is older, Rowland Hazard III or Phil Manassa?",0.4444444444444445,0.6,0.0,0.0,Correct,1,1,younger,older
2wiki-edc2d866085611ebbd59ac1f6bf848b6,True,False,True,True,Los Orilleros.,"Los Orilleros. The film ""Los Or",switched,"Which film was released first, The Forbidden Legend Sex & Chopsticks or Los Orilleros?","Which film was released last, The Forbidden Legend Sex & Chopsticks or Los Orilleros?",0.8,0.15384615384615383,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-4642680e086611ebbd5eac1f6bf848b6,True,False,False,True,Makarios Djan ( born 3 June 1955),Makarios Djan (born 3 June 1955),switched,"Who was born first, Makarios Djan or Janiel Simon?","Who was born last, Makarios Djan or Janiel Simon?",0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
hotpot-5a8b0b9a55429949d91db480,True,False,True,False,Wozzeck.,"Der Barbier von Bagdad (""The Barber of",orig,"Between Der Barbier von Bagdad and Wozzeck, which film was first performed in the 20th century?","Between Der Barbier von Bagdad and Wozzeck, which film was last performed in the 20th century?",0.6666666666666666,0.7272727272727273,0.0,0.0,Correct,1,1,first,last
2wiki-e1a1dc08090611ebbdadac1f6bf848b6,True,False,True,False,Virtual Sexuality was released first.,Behind The Sun is the film that was released last,switched,"Which film was released first, Behind The Sun (Film) or Virtual Sexuality?","Which film was released last, Behind The Sun (Film) or Virtual Sexuality?",0.5,0.4285714285714285,0.0,0.0,Correct,1,1,first,last
2wiki-9278b25d08f711ebbdaaac1f6bf848b6,False,False,True,False,,Dieudonné M'Bala M',switched,"Who was born earlier, Dieudonné M\'Bala M\'Bala or William Dennistoun Murphy?","Who was born later, Dieudonné M\'Bala M\'Bala or William Dennistoun Murphy?",0.0,0.25,0.0,0.0,Doubled_or_neither,0,1,earlier,later
2wiki-8b344a4408f511ebbdaaac1f6bf848b6,False,True,True,False,"Al Rogers ( born July 24, 1926 )",Al Rogers,switched,"Who was born later, Al Rogers or Maurizia Cecconi?","Who was born earlier, Al Rogers or Maurizia Cecconi?",0.0,1.0,0.0,1.0,Fail,0,1,later,earlier
2wiki-3dee8d4f090c11ebbdadac1f6bf848b6,True,False,True,False,Turri Il Bandito (1950) was released,Viennese Waltz (Film),switched,"Which film was released more recently, Turri Il Bandito or Viennese Waltz (Film)?","Which film was released earlier, Turri Il Bandito or Viennese Waltz (Film)?",0.6666666666666666,0.6666666666666666,0.0,0.0,Correct,1,1,recently,earlier
